country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
Germany,2004,Wind,52423.00142,30444.89775,1927298725,941829829,1.16139E+14,19226.91444,12596.96237,80344.0368,802477.0453,809132,1,6289641245,1,21.01103037,2445.592353,111.3880586,1.233462373,99.03937303,38.21920016,77.59070602,878.8108091,0.000572866,0.427529142,316584157.8,973160971.6,1.651377142,1,9.144108996,28.01083065,0,472,8.446686813,1,0,69.6851745,9.121387022,52.20942546,1,4.586005451,7.723868356,3.443197627,7.849079102,6.126233892,12.90656815,59.70433753,75.59888397,880,87,9486,156883,85.94102882,1,1
Russia,2002,Solar,66466.67527,34398.47457,4009920267,342032054,4.11982E+12,404606.3443,90407.14109,52900.18703,818812.2642,973477,0,2960777694,0,0.303965235,926.1344083,294.346881,8.799245449,24.88681237,85.37582512,89.3580589,51.371738,0.925588016,0.134872764,304245736.2,159187068.7,3.385137937,0,87.79693176,8.47185124,0,376,5.099458895,0,0,18.38658405,92.82705156,48.4468677,1,1.183944889,6.058980296,1.635397327,1.531890526,8.461470028,83.79233934,49.55704865,17.0534171,508,50,9605,736562,78.73449464,0,1
China,2021,Geothermal,33802.2157,18592.10757,9592890079,255098274,1.16126E+14,255859.4254,90789.52979,73384.27453,213791.6627,94660,1,690411221.1,0,4.160730273,1998.981407,122.6295242,11.93215269,50.50972462,30.15688014,18.67813346,712.4502621,0.344599911,0.391750978,780720318.1,477866922.3,5.885850139,1,86.87148439,12.11204942,1,211,8.728936816,0,0,55.47288657,49.53999041,39.4647367,0,8.028092094,0.466932622,8.721934131,6.869997141,4.059522081,61.32501022,76.70980723,21.7449275,461,75,2649,705203,78.54828391,0,0
USA,2006,Wind,44772.35988,4926.298574,7861101537,1346069950,5.84281E+13,115574.9078,40376.91357,34213.97161,900542.7764,157126,0,3731278158,1,30.97075076,1036.282551,264.749247,4.212199792,51.72588279,74.02827354,13.82495594,399.5048759,0.533462367,0.148347495,546750170.3,77627402.33,8.691242784,0,44.37419758,22.42511628,0,549,9.692462037,1,0,45.81277719,42.21140403,10.35105791,1,5.260816145,2.661132485,4.31569417,5.14336199,2.980417118,39.08900007,83.51898899,16.1463961,908,38,5470,126812,41.20837157,1,1
Australia,2007,Geothermal,43580.47389,38438.63909,2809893212,1448051652,3.69362E+13,797368.0934,82944.7424,84952.48867,899308.9284,662482,0,1959840706,1,19.86467447,823.8135713,239.9720462,13.46967302,39.80443743,25.66018706,67.45121418,357.8486154,0.840948047,0.469420693,995205845.8,443130735.7,1.993057263,0,63.93741233,43.74921144,0,180,1.720148389,0,1,38.68089782,91.69398516,4.790344857,1,0.813394119,8.081986224,6.889911664,7.813371747,6.455847868,71.64362275,3.386026421,89.24643855,40,66,9290,673944,73.05304508,0,1
China,2003,Biomass,70449.04569,5364.212479,1934223506,436390394,8.45235E+13,218750.1731,18787.75847,37376.24584,621811.1629,540711,1,565522996,0,29.01805364,1774.177529,246.7743877,5.835498541,23.35582731,33.91901487,74.17168415,573.7844998,0.011511129,0.408138778,979858052.1,619413998.1,1.433685412,0,41.03596546,45.51532683,1,391,5.334504582,0,1,44.37377463,11.43319755,51.29554425,0,7.045794646,3.084441021,8.205008111,0.238249459,5.163541478,76.83884912,20.48948303,11.02491706,64,20,4252,694209,80.82062797,1,1
France,2021,Solar,48114.41345,23573.78769,5267315310,875186973,6.33792E+12,549310.8916,59723.90747,71484.56596,558512.6995,353560,0,17154188.85,1,-1.270761874,1522.385887,109.8632404,0.382249079,8.857757619,43.67019714,72.44582103,249.2264906,0.291600097,0.362990066,383653650.7,555110137.7,6.56555485,1,3.370810817,43.41763273,0,536,0.189813522,1,1,22.73661905,68.07008407,55.92783766,1,3.657161463,4.287998459,3.618669985,7.181160039,3.506151884,96.53757643,65.45426379,95.98036423,556,13,4489,288959,45.85006954,0,1
Germany,2000,Geothermal,24311.41916,4938.047276,6808147341,757500752,3.83582E+12,650916.5919,32273.54923,14656.87783,222408.5199,219330,1,5614742952,0,27.74334638,531.7379754,129.4408711,13.11183998,65.46914669,44.81582964,92.51894091,806.7927299,0.525251052,0.419971591,514797738.8,235183242.9,8.050648103,0,80.18297709,52.00631009,0,103,9.420983352,1,1,2.015530121,36.75051105,44.42899647,1,5.690666333,0.231831716,6.424090328,2.534611913,9.001455147,49.57609223,38.04504245,33.57357708,74,10,3252,310505,61.42326195,1,0
Japan,2018,Wind,40307.35213,41501.74316,8188065843,665868047,1.11409E+14,270003.8732,62648.91433,40437.54472,537568.2217,485022,1,9958511832,0,39.27956676,1653.139866,255.4446394,13.36774777,61.16549448,96.84860032,7.973066615,467.4035979,0.945822274,0.063340724,469686592.7,356508294.8,9.099875853,0,2.406907251,80.99708594,1,995,7.903486545,1,1,31.57168338,96.05419905,13.07139785,0,4.564517617,6.04422833,7.849398508,5.542638741,6.526938199,56.25643111,10.67600601,35.13738749,554,32,6734,202541,35.53486969,1,0
India,2007,Hydro,35754.92758,2272.858904,6921893240,1043834571,1.93724E+14,113186.307,12748.48534,29820.65878,433251.1092,428223,1,1848900129,0,10.77565866,2661.811556,249.0611585,0.131469762,50.2228392,65.21309705,65.90702436,952.532572,0.279598383,0.384429308,393882748.9,784944811.6,7.398289022,1,58.87667778,2.768584616,0,395,5.252493501,1,0,11.72401477,57.53300776,49.72414911,0,5.183199919,2.818456255,5.107951385,2.632008315,7.562008829,69.61439409,1.239584543,8.430351665,343,35,187,318729,34.16953975,0,1
France,2017,Biomass,70812.31185,27215.26778,6256069919,565236868,9.34322E+13,636478.5802,16574.40913,32546.92202,364217.5923,924355,0,9025887367,1,7.570720589,1114.423325,274.8618334,11.66053588,69.46905983,0.702405437,17.50331389,29.43480561,0.730804766,0.499105557,277813166.1,920368933.5,9.184472191,0,73.64156112,79.33694982,0,885,9.481947068,0,1,72.77963412,23.09131112,78.94230921,1,4.898176196,5.067148883,4.330611674,8.387823031,3.141578348,57.45040609,39.22210543,92.70771487,125,55,4238,566087,24.17718812,0,1
Germany,2004,Wind,37475.08919,44597.04274,1638544164,108768231,2.83828E+13,846969.1897,21196.92004,68389.69579,890434.8555,405334,1,6868826272,0,-2.153501656,1230.272067,229.0380055,11.01566934,38.81060283,13.04622094,81.0607191,275.5598764,0.63011088,0.083548131,809006780.5,496797286.8,2.72439201,0,5.745444284,77.08646235,0,794,2.033195202,0,1,71.72869133,68.54702146,32.78279626,1,1.290194564,7.915706588,0.115869069,4.42466474,0.468935584,0.993277379,3.558462729,37.24059537,512,82,2820,16844,30.43079362,0,1
USA,2007,Biomass,11303.02358,1356.9402,6849022027,896349225,1.64884E+14,504947.0959,71599.521,45102.92278,390514.1421,543323,1,5475093816,1,-9.634513137,743.2663041,224.9508545,9.633903473,27.69526749,85.21556205,1.993912145,22.19855473,0.597052514,0.370403556,188849923,33498961.64,8.482481294,1,36.59393743,65.25556277,1,728,3.544719552,0,1,49.50146214,39.57254659,37.32967649,0,2.234601817,6.313496629,0.306139689,2.724113138,9.99629247,14.10324257,15.57620608,18.78744605,120,96,6749,512287,1.48960716,0,0
China,2001,Biomass,25253.59312,46682.74656,9760166324,385491555,1.8813E+14,309164.9863,60846.00583,35848.65017,344873.1225,610716,0,3733191818,0,5.735057448,2880.297622,194.5445166,13.16455307,88.42507124,60.60235397,25.35304039,213.6390782,0.610560637,0.345851725,243451459.2,55265849.7,4.886615372,0,52.61126202,21.42101448,1,933,9.897196281,0,0,49.91216863,16.94803146,57.23558011,1,9.401338414,5.775708541,1.923722417,6.566072977,4.941020053,6.688635898,66.90077677,70.76142891,134,17,3825,838806,33.01288786,0,0
Canada,2021,Hydro,68321.27871,16674.11771,8106802505,364563941,1.607E+14,823855.0615,59926.04684,87357.36784,345058.1153,944289,1,8499357667,0,18.16423388,1623.359347,234.4689555,7.05728566,65.60739451,48.48695366,73.02578872,37.41033586,0.721732749,0.488710989,842992922.7,163544711,9.945781513,1,44.53401583,6.782163448,0,957,0.430169623,1,1,45.66861781,21.80536159,48.23137836,0,3.671756313,0.13863495,7.6711494,4.454569064,5.395322324,70.997395,31.08357519,61.00589291,449,16,4691,102025,41.89112538,0,0
Japan,2012,Biomass,16894.76567,19138.09297,354180268,777977003,1.03918E+14,240153.4163,77908.72063,66902.45234,930565.6173,39678,0,5856058780,1,-0.775269761,2982.440055,273.7138943,14.99463607,40.28827274,18.07440111,14.50710302,919.6072325,0.724112141,0.325842902,853627340.7,587750777.7,0.266019244,0,33.57418029,75.11400412,0,232,2.115556827,0,0,61.28820322,24.08172527,95.3162949,0,9.816233008,0.890719482,8.654647096,6.659348129,9.093106692,25.20068404,14.12646081,74.02947658,38,79,1180,353723,38.4349976,0,1
Germany,2014,Hydro,83226.31316,20679.93582,8605330099,376159467,9.05996E+13,293218.356,30869.8785,3452.375907,81559.85437,831518,1,7144317869,0,37.3949629,2756.489153,164.2650243,4.080119602,87.90362522,47.03623285,71.99250219,974.4626827,0.534416528,0.129349106,403145442.6,158473187.3,9.584229955,1,86.27233314,57.10388932,1,488,6.27770432,0,0,3.986946198,69.73409633,49.51263361,1,3.629855446,2.1362254,0.068828309,1.724760389,8.705165384,42.78901693,59.28963421,93.69811805,343,6,4600,497917,5.437496619,1,0
Canada,2023,Solar,36943.58988,21391.34593,3626031203,1329182285,3.55247E+13,623326.0208,45598.12114,75168.51653,147579.9348,200229,0,1278122327,0,-1.680043736,2363.452619,295.6796335,11.03265053,55.95741857,51.18001181,71.30581785,338.7922655,0.576604268,0.301233493,522243121.2,317300758.7,3.404739869,1,49.06612481,3.213702895,0,973,8.540677378,0,0,36.43472383,21.20832682,36.4101887,1,4.03282021,9.826483654,1.228119027,8.645757744,2.630753745,44.55083106,20.85625312,10.32788685,180,18,6210,268415,56.48818448,0,1
France,2020,Geothermal,31675.91454,2282.158984,6270653697,659403055,1.52093E+14,885568.7949,46308.89415,89810.90957,870613.536,222134,0,6031557840,1,15.16332036,1343.505742,273.2841179,9.705502325,85.0332832,97.45292981,39.26874254,49.8446122,0.14032797,0.431875043,471253912.6,644430650.6,6.963075192,1,87.22605621,71.72605276,0,13,7.785313012,1,1,85.84514835,66.35632079,43.45855751,1,5.093117326,8.211075085,0.426092826,3.096162574,8.878819032,10.50050697,76.89255637,20.38356637,464,66,9708,256915,77.73016523,1,1
Australia,2004,Biomass,1588.092786,7227.269585,4512642941,359516948,1.22612E+14,439754.9508,63141.03278,65285.53345,95547.27644,358419,1,4453449235,0,13.51719766,2885.258669,149.1478525,0.943080437,19.1842146,77.13801696,72.41114541,928.4536774,0.116750278,0.326593388,305962577.1,671006761.8,1.882537877,1,32.6227992,20.23494393,1,394,4.951013891,0,1,25.21393413,37.94369273,22.98330637,0,4.362030134,8.076285887,3.238319956,6.327999611,8.434400256,69.14372343,57.56442268,68.09268575,980,44,6571,796791,21.38873464,0,0
Brazil,2013,Geothermal,64599.01514,16917.44674,5434047685,140733947,1.35383E+14,388496.361,45932.19207,38816.03875,444733.9343,896462,0,7583929716,1,31.12627938,1650.547409,107.1971457,12.86802399,18.69147443,37.03527805,43.56710842,450.5594125,0.51896462,0.32110595,434131811.3,587027609.3,2.492797612,1,82.09251658,40.59631022,0,846,0.643234139,0,0,83.90093049,26.50227788,24.60781924,0,1.105716857,8.848994846,2.314953662,5.883999714,8.332466091,29.1312217,86.09821891,66.43014041,463,24,9904,842035,33.34677519,1,0
China,2021,Geothermal,44531.0146,21344.63109,6517083334,320484951,5.73075E+13,683884.377,41748.12088,40930.83751,687680.9646,879627,0,3870619312,0,33.17846826,1648.558631,193.9382431,0.389782269,91.14946976,21.78420638,60.29197031,968.7972017,0.708369669,0.27513313,905742162.7,419782498.2,0.429187211,0,82.25011238,37.08025459,1,921,2.442352752,0,1,41.78370303,61.161281,58.77768592,0,2.158568814,6.827918497,3.569110138,5.000265869,0.943758702,81.21132879,32.93064582,91.62652557,728,42,5348,38146,59.94877436,1,1
Australia,2014,Biomass,28189.69977,48632.87375,9832844398,263423055,9.59849E+13,271157.1088,36225.42873,30273.95516,876924.7576,547411,1,946386164.6,0,6.592744031,1897.923238,298.5885539,0.113837955,90.31414074,45.48819954,98.65040837,629.321314,0.162474201,0.235743418,175511290.2,958780732.5,8.012685153,0,54.5707185,48.42502154,0,329,9.624631654,1,0,89.38804049,16.71150943,52.22550052,0,9.984222142,4.168421477,2.263831811,3.155469032,8.091863172,27.59754472,63.59728141,43.32200178,412,70,2341,529842,26.25137962,1,0
USA,2001,Biomass,76986.00607,40995.71334,6003320683,638733021,9.42871E+13,259246.6856,48646.0306,27038.59676,675316.3411,472214,1,1729326944,0,-1.928821862,1725.313656,277.7775903,3.673200871,70.11812387,49.49137101,6.56828948,226.1223066,0.677484943,0.153660287,308723621,292999245.7,1.756719786,1,66.89383458,7.516919477,1,685,4.645098287,0,1,70.7447499,12.70576435,50.5118812,0,1.677116681,8.10583142,6.610326861,8.495838815,5.266731787,25.37599698,41.81151003,27.53898372,809,75,2048,833808,97.60338505,0,0
India,2021,Wind,99502.36687,23662.95346,6752566038,524190208,1.70727E+14,862833.147,53940.55034,33216.56649,294783.8147,543473,1,5798464510,1,11.26863378,2587.388246,261.4879136,2.064371049,14.38278087,72.42764509,96.37111274,223.8755487,0.109862029,0.334009017,293021892.6,770578273.7,1.719023469,1,25.12631156,71.50641032,1,767,1.130690731,1,0,40.02585982,44.40845111,15.33497448,1,9.33879801,6.235930945,8.046481426,9.140874115,7.452325484,11.3430847,29.0073852,89.32264766,649,58,5472,203238,96.44778341,0,1
USA,2021,Hydro,83683.72571,35463.99034,7629238143,225214779,1.86833E+14,342319.9342,50788.90855,81431.13626,900424.5402,867844,1,6259625435,1,29.94888459,452.3862458,295.0088501,7.123223955,43.96761792,95.46975821,24.9008325,516.3200397,0.831007275,0.07040135,987158186.6,837576802.9,5.380133557,1,85.1467535,30.96323215,1,378,8.306764677,1,1,20.59850495,58.00856471,6.103336038,0,8.609491434,5.915638867,2.806956345,7.963553098,0.150052256,82.05319231,57.50236825,48.64376892,931,27,9124,402270,45.61737883,1,1
France,2010,Geothermal,55751.57838,25967.37118,3063423197,1016366529,2.62861E+12,144440.8112,3393.160547,54686.91053,521881.0392,308653,1,7288690970,1,3.1677651,1307.739768,222.5008281,11.99278507,45.01909342,34.89862016,12.08339551,558.225992,0.563714154,0.159636137,495086619.2,970878260.3,0.96843904,1,34.90291381,6.558255141,0,654,3.748518201,1,1,60.31036654,15.4862382,3.333518185,0,5.892246325,5.014068384,1.358340909,7.761149829,1.125228447,30.43689995,31.47650805,6.26824113,813,68,8273,723823,78.74993521,1,0
Germany,2020,Hydro,34221.35312,48725.70859,1064006200,454466956,1.90892E+14,104731.4241,36352.31824,76848.78714,63800.02369,750017,1,9584201342,0,23.93936119,256.7107281,235.5259431,8.484653825,24.4245412,96.63772021,92.95655326,197.4118529,0.962591243,0.099180281,870359848.4,485524676.3,8.985259977,0,97.95564923,14.92446888,1,746,8.822919773,1,0,60.80616809,54.49791224,90.17100594,1,0.71937428,0.821592945,1.706268923,7.997765706,0.197893386,90.748461,15.94697544,91.14153009,804,52,7581,825761,48.99785725,0,1
Australia,2017,Geothermal,14890.69711,29498.09331,5410836284,1337829724,1.68594E+14,346695.8238,65524.79078,57772.92683,948507.9712,310014,0,8789765309,0,16.16374497,1390.162397,141.1665684,9.376527325,54.80177402,57.61727376,52.27095913,497.9078768,0.052755635,0.178459441,218162350.7,569558130.6,4.665942236,1,92.01234082,66.01360298,1,505,4.187800609,1,0,18.80564484,61.09854944,11.82584446,1,3.164770259,4.335903834,7.570936432,5.692362929,5.09189128,22.06840587,85.74413431,5.170186947,108,64,5814,791675,76.98313948,0,1
Brazil,2006,Solar,32571.94553,16543.1618,3624642723,762517386,1.34125E+14,761886.179,11346.04812,32031.44413,792480.7448,89540,0,2832479739,0,4.213303755,1585.063588,278.3456851,6.497671723,2.937027011,0.212989501,65.586962,851.4215118,0.616904063,0.13682881,511309807.4,796409659.3,4.470280195,0,17.9796685,0.212999949,0,231,1.04578834,1,0,81.67846695,89.69977121,34.7772499,1,1.709091039,3.082971914,3.277345205,6.151010369,7.799183772,40.81344633,11.16478707,60.70822672,501,65,4651,260071,90.38640053,1,1
France,2023,Wind,32362.61003,16073.55319,4247532250,346671508,5.6297E+13,348052.2049,22516.46583,54465.81822,629035.8168,207088,1,3300193957,0,38.74020424,835.7486798,164.7898279,10.30937474,0.21688557,97.90565082,53.50760396,360.6524378,0.126665307,0.338841102,173110457.4,496007130.4,7.003985367,0,76.31017178,49.81747872,1,282,2.277389537,1,1,90.08291958,75.91416278,80.61642224,1,5.937977836,7.079887583,3.001500298,0.652934516,0.425069126,35.36618746,89.55803655,60.37379847,179,92,7708,741868,68.62428783,1,0
Brazil,2014,Solar,46653.44071,12335.58252,3171625070,47981036,2.04228E+13,123588.1432,60081.25421,97857.4884,803713.4703,979070,1,2736990726,0,25.9055998,2258.108442,170.8440742,11.75744968,45.74955521,15.21286878,26.08815877,857.0442804,0.88382987,0.199493582,521758496.6,968833383.1,5.913779827,1,20.49589767,98.33079797,0,409,3.222788414,0,0,36.91312836,7.850924892,10.63864391,1,1.757620605,7.05117806,7.757963374,9.688349241,8.84592499,6.741585871,39.64348254,63.3488834,619,44,3127,246765,46.55111193,0,0
Germany,2016,Hydro,70337.81642,42272.51501,6872530762,529590292,3.98812E+13,607827.4738,12848.8218,34715.47422,28215.12344,67982,1,2176938885,0,25.67066061,2487.885147,290.3719461,3.151317749,93.18554431,81.18959748,89.61849606,925.4848572,0.205990433,0.196613286,791209538.5,604237037.5,9.036621166,0,37.68419707,23.88209928,0,672,7.46054378,1,1,11.74625634,77.99265984,52.34390681,1,1.364068462,4.362087111,0.960564473,5.138276241,7.999059407,48.06715453,89.50283819,85.66674306,584,91,3560,254941,26.45574861,0,0
Australia,2000,Wind,28510.60229,32568.02596,405377310.8,369806725,2.34296E+13,729846.1235,79322.15792,32193.26364,849540.4354,738147,0,8458708196,1,0.81290342,2539.624168,143.2573044,0.017464693,91.48729807,38.02299186,28.30848549,598.1030609,0.026408835,0.399301086,257079481,494909878,5.488985393,0,29.89277373,68.23751658,1,787,6.949436071,0,0,23.93319264,83.39084492,52.59096156,1,4.205871938,7.667433173,8.69157667,5.734812654,9.945254473,54.72301208,4.349587332,63.57871543,62,60,7808,735531,46.12238301,0,0
France,2018,Geothermal,79329.95985,49466.82911,2406790659,1376589273,1.69904E+14,659347.9636,83868.61184,72634.82442,239951.3258,363241,0,2347716952,0,37.89413517,2813.834198,271.2794429,9.81469218,62.40983832,77.06555023,6.37221619,247.1027587,0.844818006,0.181806078,891696269,922110989.3,6.983475901,0,63.95207494,58.55873636,1,457,1.124731367,1,1,56.60806752,71.65322049,6.441135815,0,2.237729693,4.491285462,8.983823398,9.857302274,6.866742296,19.74580778,22.11571522,81.58004502,972,21,1254,439281,90.83100613,1,1
France,2018,Solar,62927.029,36896.46664,4766532635,1307080747,1.03923E+14,108770.2279,81997.33131,84195.4584,732424.937,937196,0,3230631898,1,28.28482466,1975.780802,114.2150931,6.927664531,17.97076335,25.30561436,52.2777947,390.6641166,0.787730268,0.411556637,994503709,914152326.1,2.810333413,0,83.82256902,8.70890933,1,649,6.496179804,0,1,1.100649584,2.861708642,49.23514068,1,3.549465809,4.412794484,5.409070513,7.449616323,9.069489224,17.04212883,15.21781271,22.01781257,766,80,9350,819998,46.92835271,1,1
Australia,2000,Hydro,45880.71132,39832.48868,8545379706,1133513900,1.4268E+14,23429.76678,43736.3421,38353.62161,542926.9499,168781,1,3336437315,0,5.414004516,1163.69536,255.7706758,13.57331526,14.63521219,27.61694651,11.84297432,998.1559046,0.449227238,0.165551006,160063777.8,70475351.91,0.539075653,1,92.57555268,35.23360485,1,549,8.130987415,1,0,41.89246196,32.90816339,12.37856366,1,1.479983107,0.713816176,3.121009676,6.174117225,9.298760132,80.29475219,2.037761853,31.10084545,577,13,4915,36839,56.17887195,1,0
Germany,2018,Wind,91122.67311,23463.35604,6000511299,578681446,1.27017E+14,757761.9695,18741.40852,61826.56734,198847.9277,823185,1,3656898369,1,19.51181514,625.7357575,204.1718194,0.136084046,75.68458217,97.06312265,51.22581636,789.1008402,0.762705638,0.376305044,599416829.4,658612138,1.788437357,0,17.97159927,27.30998586,0,839,0.50552705,0,1,2.561570625,52.17792736,73.64517801,1,5.623053929,7.799163704,8.419890745,4.923694638,2.692629261,3.103385508,48.38416772,64.88133462,770,21,7287,172909,20.42781514,0,1
China,2000,Geothermal,5295.772589,14470.27333,7882287994,782562525,1.7891E+14,453148.5369,21503.0818,29573.18316,8728.976182,657032,1,3163114688,0,30.72411302,1505.770291,106.6573141,9.58573231,28.20675789,96.77699603,52.66758241,907.8144259,0.606956954,0.288662574,390005116.2,23440359.47,6.580235295,1,18.15162396,3.164482558,1,893,0.354410799,0,1,76.68190764,32.97303149,88.72868617,1,5.910959101,3.85302038,3.792325473,8.513731601,8.133989445,0.717999708,41.53168032,76.49304883,243,33,3984,643940,5.110067082,0,0
Brazil,2007,Solar,87198.46378,18453.45543,7428071183,632868058,1.02836E+14,260276.3576,47495.27815,3058.237895,531034.1211,329297,1,8795044138,0,27.75400693,1659.749597,214.6198873,10.05843587,43.93708383,24.89145782,46.8950156,748.1841854,0.726507124,0.288809089,330136273.6,642778084.3,9.918805693,0,77.42439662,6.54138312,1,698,4.914852758,0,1,28.46740182,86.57155926,63.55279243,0,7.785207747,2.054115356,1.975595323,1.896420583,5.785601957,54.8262656,62.31205832,15.54022843,650,38,7573,34610,84.46893517,0,1
Russia,2007,Solar,38739.31943,9166.393934,3400850006,413177536,1.68422E+14,448644.2059,14867.24226,29458.56115,912758.2878,452261,0,8778675090,1,37.3269459,490.2216479,281.5153985,10.43255876,96.74620624,82.1563949,68.41027423,515.425542,0.907662101,0.292572596,968178873.2,602663842.4,3.934812781,1,73.16441469,45.35957667,0,858,1.959551109,0,1,62.37282013,3.371823715,30.45735369,1,7.516952739,6.481185452,2.116681309,2.360728398,3.605356713,92.36442263,36.17233006,99.74876933,920,83,3363,101436,50.2415658,1,1
Canada,2021,Solar,92332.52592,48564.16476,1771427665,876144938,1.18176E+14,611246.4992,6702.444146,21198.33932,299513.0908,673026,0,3789135416,0,-4.04771056,1801.615471,138.9634439,2.823207534,22.38325751,59.08338525,40.93910855,651.8162066,0.243124111,0.486941025,97897445.71,826073182.3,5.360684521,1,78.2469843,10.4721655,1,390,0.385370309,0,1,8.467294006,19.47027772,57.26927798,0,2.234001591,6.827132735,3.489387385,2.856364621,8.777838567,16.92594409,24.48255188,9.931741694,11,37,4003,506541,37.94193458,1,1
Australia,2023,Solar,98842.34209,30642.80619,2020208839,139187077,9.74675E+13,886303.505,58435.8553,85460.49676,953725.3793,627849,1,1887416676,1,4.726369794,2502.252991,184.2879878,10.84291206,62.22205518,28.68980075,20.88669896,289.2969355,0.651622747,0.297797516,165590923.2,985623692.6,1.629375338,1,26.2609562,48.98490577,1,264,8.015739287,1,1,93.44261554,95.82152903,75.00800619,0,5.568514687,0.409133274,2.591862127,1.241412234,0.001833836,88.862842,50.09561546,23.68960923,930,90,1353,540634,9.855720231,1,0
Russia,2009,Biomass,39647.58497,20170.3321,1072009161,593621690,1.87338E+14,555563.5323,72253.71352,67015.03325,303832.5488,703952,0,316526821.1,1,-1.100936384,494.7854877,112.6804135,3.700379733,7.197899697,2.13781138,19.44840505,778.6059913,0.521852767,0.379352649,712117851,202746442.7,2.253005168,0,74.13606979,38.36723172,1,810,8.763136013,0,1,29.90508155,98.19025071,7.084268074,0,0.500628384,3.025465306,0.5202691,6.602442099,2.788838385,20.23547883,21.34829734,56.46675107,280,45,8956,43001,28.16169541,0,1
USA,2018,Hydro,4315.932206,27079.48987,4187441843,1413041123,1.36998E+14,631228.4411,23053.02571,19383.9876,352762.7443,738319,0,9826436885,0,4.030695726,2594.160773,134.3587862,11.4042279,10.25254532,12.11863828,50.6769004,807.444989,0.285934225,0.387996023,235922769.8,345965148.5,6.273784548,0,67.97245385,52.73562125,1,479,6.181011361,1,0,46.78849356,50.31642307,84.78138769,0,4.920188219,6.099820369,5.925081346,8.003490784,6.978514464,51.281005,84.6483018,89.08536989,674,24,6470,542852,75.46923333,1,1
China,2002,Wind,41652.92648,19213.27037,977488588.6,191310912,4.11456E+13,646258.861,43565.45138,49833.5596,900832.622,695530,0,1227313697,0,18.3390542,948.9574714,293.3723003,6.459746556,1.836347457,31.8988937,74.87849886,23.41695804,0.072099268,0.455456154,2611561.052,224809820.9,3.688497079,0,85.95655032,5.292675578,1,820,2.077660425,0,0,12.56281243,92.56073655,85.01311142,1,3.755608283,2.053598417,7.332840441,1.903408769,7.232693107,60.52357588,19.19611272,43.93138145,534,7,9959,404732,33.80081877,1,0
France,2006,Geothermal,49167.5352,24337.65029,1781564175,314626868,3.93119E+13,19864.25804,15837.89817,12875.75828,548181.1275,241886,1,3743755836,0,-9.514089008,989.2066365,187.891419,11.65076317,92.36039857,97.93084184,8.143093565,71.29012791,0.981758992,0.464378176,503361855.5,500218973.6,8.261250564,1,40.03295524,28.15356357,0,494,1.234679781,1,0,70.75914162,50.66431464,69.88548701,1,8.91662313,5.114809962,9.010206184,3.213794689,1.32842021,84.52825728,71.35723428,57.47655255,714,78,643,400130,8.836038016,0,1
Canada,2016,Geothermal,63271.34544,34253.15702,4963321886,902494724,3.86145E+13,795077.7168,7571.181513,74496.72175,139442.4501,509390,0,2161312183,1,29.32259207,2820.093265,244.995387,0.039772792,84.16345643,79.26552465,41.90113507,600.4454842,0.564225123,0.331505484,142856215.3,999131519.7,3.240209106,1,83.08944445,20.80415472,0,283,3.346107158,0,0,89.71573019,13.46955948,22.70196641,1,4.379512021,9.119511769,9.907583755,2.504267085,7.902240564,23.80884156,52.98492199,69.97137021,10,58,8557,294972,7.978857881,0,1
India,2018,Biomass,60971.21524,40878.12158,9869640749,932641466,1.0328E+14,551852.0362,30487.46612,75172.75999,434248.3937,96520,1,6759358145,0,21.78373521,2960.782081,223.4425407,1.082877914,8.402564561,5.161632027,42.07708417,305.684837,0.113607869,0.388586413,333437134.9,631427513,6.487721919,0,59.02219543,23.48621455,0,509,9.839344525,0,1,23.92795212,10.67508184,38.2741501,0,3.603121675,5.285276597,9.048453288,4.289912937,6.687018452,27.4692407,37.97756936,82.9414878,340,59,1883,52228,66.95576855,1,0
Brazil,2016,Geothermal,18045.83574,21697.59929,6124792298,1491233061,9.66357E+13,999618.5122,52270.25519,13178.94294,689348.7411,376214,1,9933672595,1,5.829415384,1643.374319,297.2111668,9.370601888,67.70030924,5.769123542,58.69966961,864.1436365,0.597273248,0.121997941,319189627.6,745467196.4,0.132527722,0,10.36031238,37.54805653,1,337,7.281656294,0,0,48.14461496,76.20157798,90.90039587,0,4.340122706,2.68063619,0.785524486,7.079550912,1.894436401,94.21180698,25.33926183,75.59425955,388,40,73,104806,25.87496268,1,1
